gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Oprl1	769.9226179589645	0.3314122902518744	0.05719052319807567	5.794881244643443	6.836954247228513e-9	5.119079532688043e-6
Amer2	357.0339494958626	-0.6805114600693577	0.11837638489546305	-5.748709598373951	8.992711884606871e-9	6.011027165763856e-6
Smg1	2250.794611619241	-0.4651722405489629	0.08085959623294034	-5.752839022456835	8.775704228082205e-9	6.011027165763856e-6
Zbtb40	471.1614754702909	-0.43085103595730817	0.07502063003945039	-5.743100740832763	9.295838439955352e-9	6.011027165763856e-6
Tm6sf2	53.77879178928828	-0.6990401742577285	0.12192393436189242	-5.733412212427874	9.843002237861527e-9	6.088110862426873e-6
Sbk1	2440.493730362812	-0.38840928250966855	0.06822334531801401	-5.693201948675348	1.2467877034177303e-8	7.390334112008596e-6
Cbl	206.3689538813722	-0.7406141166384822	0.13051497679641377	-5.6745527204417545	1.3905148954902186e-8	7.608255732016866e-6
Bicd2	2382.2401645691416	-0.24060482768669533	0.042381205752199	-5.677158622940104	1.369504686030113e-8	7.608255732016866e-6
Cfp	265.214977822729	-0.5100037967072222	0.09058890748999933	-5.629870265998347	1.8034522111993157e-8	9.16282541304338e-6
Snapc2	496.8946457021258	0.3263728192026422	0.057917442441398244	5.635138663674095	1.7491753546576212e-8	9.16282541304338e-6
Tmem181b-ps	2346.2320911582724	-0.5070178458587404	0.09100270854011312	-5.571458849878647	2.5261503578036176e-8	1.2392074134522161e-5
Nbeal1	92.46643425639111	-0.6952674640030034	0.1255644262072464	-5.537137268922423	3.0745557934301485e-8	1.4579543572445765e-5
Ppm1g	1676.611974915602	0.2250408539446649	0.04075826636382834	5.521354905918704	3.3639553232420966e-8	1.5437299493045826e-5
Kmt2c	1355.168425071553	-0.4417856179046629	0.08078022700860701	-5.468982129223174	4.526273780592753e-8	2.0122115875847656e-5
Klf4	249.40934017615552	-0.6750112692185573	0.123686920950539	-5.457418327104178	4.8310724492754925e-8	2.0826314140422168e-5
Ptprz1	2991.30446514784	-0.42552276439024317	0.07809181429194273	-5.449005996959495	5.065210567014437e-8	2.1193436919513937e-5
Chd9	1120.6291900049644	-0.44849218409941655	0.08248501485162191	-5.437256511454672	5.4107216018881144e-8	2.1308644917237567e-5
Nktr	3405.4079016627124	-0.3445794687480286	0.06339962830072206	-5.435039257857986	5.478436934929668e-8	2.1308644917237567e-5
Ptpn1	1362.5041502699223	-0.3179371611219914	0.05851986237765573	-5.432978619638506	5.542105032600801e-8	2.1308644917237567e-5
Bmp2k	232.74823721512152	-0.49420813534027686	0.09143741694632983	-5.4048785699005215	6.485231311085486e-8	2.3656128367051826e-5
Ptchd1	235.23728514895373	-0.3978678470690294	0.07361250212374001	-5.404895032643064	6.48463569963584e-8	2.3656128367051826e-5
Abca1	594.4713674031491	-0.5458424286388057	0.10118319972538445	-5.3945954478633364	6.867811194830869e-8	2.398276417968373e-5
Prmt8	1642.8801337391183	0.33131465426783824	0.06142913265818706	5.393445095690795	6.911945250717228e-8	2.398276417968373e-5
Marf1	1983.1460091606646	-0.3167719635266662	0.05881355253694363	-5.386036888822291	7.202818607292791e-8	2.439697559698744e-5
Txnrd1	986.4577003234305	-0.2518914152579967	0.0468078660608047	-5.381390703237418	7.391257546002326e-8	2.445303019754165e-5
Hook3	1066.7343098583226	-0.3988426086941315	0.07447498425093048	-5.355390305962347	8.537192760901908e-8	2.7064755037630166e-5
Ptpn2	454.14711092003506	-0.33209402204270166	0.062017046364846326	-5.354882915400265	8.561183584235608e-8	2.7064755037630166e-5
Mcf2l	4577.266715518933	-0.23778693942184667	0.04447449695466556	-5.346590871263398	8.962629337899333e-8	2.771790542629476e-5
Ago3	93.37425050300622	-0.6896896490004459	0.1294241000817655	-5.328912069426983	9.880281375865343e-8	2.990571975597029e-5
Tnfrsf25	240.52001116358227	-0.6905291765132129	0.12998352578060768	-5.3124361134711835	1.081693539263534e-7	3.205869226992299e-5
Igsf9b	550.0689058935249	-0.6896190848088231	0.13040360947845983	-5.288343532567133	1.234290055248072e-7	3.5834714950936876e-5
Ubn2	795.6442635422075	-0.43796112602816906	0.08292220603271412	-5.281590384310163	1.280672748558448e-7	3.6437701041984965e-5
Ccnt2	932.2022065490748	-0.3690696790037044	0.06993477080263397	-5.277341653771518	1.3107137760105306e-7	3.6561204269658444e-5
Pisd-ps2	1360.939515415173	-0.5154538165916653	0.09812638757909532	-5.2529582440419595	1.4967547887697933e-7	4.0947756971229e-5
Flnb	3251.560335612462	-0.42498118685950054	0.0810611502783706	-5.242723368717079	1.5822366844009012e-7	4.246962089110797e-5
Macf1	6993.96202503033	-0.3179258981435108	0.060685785324171945	-5.23888578594165	1.6154897483752394e-7	4.2559179926641034e-5
Chpt1	330.0506933673079	-0.37855533397036417	0.07250087618705033	-5.221389780086264	1.775853136012215e-7	4.593324856892685e-5
Pisd-ps1	8043.371619244894	-0.5104923470518621	0.09826693757808787	-5.194955288458024	2.0476904823860843e-7	5.1106043513025324e-5
Creld2	380.46909160487473	-0.3970269418988161	0.076422431781152	-5.195162371118561	2.0454123659361158e-7	5.1106043513025324e-5
Lonrf3	353.0402085550771	-0.52067980369787	0.10040002579692582	-5.186052489179867	2.1479829316446293e-7	5.268483652685603e-5
Tmem151b	5193.320430199981	-0.41070043200739914	0.07931792456673933	-5.17790189608188	2.2439516936666979e-7	5.4105858973054995e-5
Malat1	23570.08533320094	-0.520354240081364	0.10071833936985819	-5.166429900819925	2.386076321545679e-7	5.657386958384805e-5
Fam135b	121.93436754230675	-0.6733824749110704	0.13057537783620993	-5.157040217457708	2.5088393208093686e-7	5.850942324235095e-5
Sesn3	400.57584787437594	-0.645098464185924	0.1255537527915415	-5.138026142930106	2.776392647326756e-7	6.283424904527461e-5
Grin2b	482.7763764425297	-0.6097261654367084	0.11867906925762726	-5.137604880546555	2.7826217417772393e-7	6.283424904527461e-5
