gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison
Grn	784.2240666917279	1.3628653179642674	0.08545773988259002	15.947827778229351	2.949798800812404e-57	5.181026613746906e-53	het_vs_ghko
Pvrl1	1055.4566988283175	-0.45711094416773107	0.05853044262793144	-7.809798177565672	5.727963255448434e-15	5.0302973309348147e-11	het_vs_ghko
Apoa1	19.998370477711994	-0.7162190930166091	0.11066629875383284	-6.471880790101905	9.679047396940429e-11	3.459957744362209e-7	het_vs_ghko
Gc	9.836840763204968	-0.5769520294224874	0.08884022484784469	-6.494265749671665	8.343934772667665e-11	3.459957744362209e-7	het_vs_ghko
Ahsg	10.888235015041191	-0.5666146717071182	0.08758594416550972	-6.469242035416046	9.849572262474974e-11	3.459957744362209e-7	het_vs_ghko
Cbln1	221.46179634744806	-0.8847352111473559	0.13789810258956492	-6.415862107839517	1.4002815082618385e-10	4.0990907351851553e-7	het_vs_ghko
Apoa2	26.804404187777383	-0.7688712290082836	0.12829871047308167	-5.992821176247133	2.0623159100630706e-9	4.527814580543472e-6	het_vs_ghko
Fgb	6.868651061554434	-0.5142765797520128	0.08554439849423008	-6.011808941373297	1.8346447253587125e-9	4.527814580543472e-6	het_vs_ghko
Serpina1b	9.924798506906006	-0.5000007300292335	0.08608099785610873	-5.808491333534779	6.303829209703825e-9	1.2302272915470888e-5	het_vs_ghko
Ier2	382.1651794317985	0.7835498480854739	0.13575799226913993	5.771666441059971	7.849137525537387e-9	1.3786225149853868e-5	het_vs_ghko
Csrnp1	309.5168386534509	0.7251529955560628	0.12843615732120336	5.646019085906958	1.6420562419252878e-8	2.6219159848341595e-5	het_vs_ghko
Mat1a	11.519125403705031	-0.498977870430805	0.08873089820206644	-5.623496217681525	1.871308626774762e-8	2.7389720600559934e-5	het_vs_ghko
Dusp6	1369.291868897537	0.6261697660198516	0.11471450821823387	5.458505430094517	4.801591825517377e-8	6.487319909491323e-5	het_vs_ghko
Adh1	11.00802797649471	-0.5898631430558791	0.11398398808749309	-5.174964948612829	2.2795377130717652e-7	2.731180477680522e-4	het_vs_ghko
Serpina1c	4.041580866818321	-0.39278522951063233	0.07596399354839377	-5.170676410797226	2.3324816195176397e-7	2.731180477680522e-4	het_vs_ghko
Apob	6.618518354531764	-0.4106002483443552	0.08010086557964241	-5.1260400917403945	2.9589962284955864e-7	3.24823810983103e-4	het_vs_ghko
Fam13a	294.5368852287004	0.42355424975893796	0.08297515373468631	5.104591322762184	3.3151015416699954e-7	3.425084910464224e-4	het_vs_ghko
Pck1	5.207405414953939	-0.38967513622245253	0.0796372478343305	-4.893126606196819	9.924651532675546e-7	9.68425441777296e-4	het_vs_ghko
Trib1	677.2744299722278	0.6349041728750868	0.13095002347528753	4.848446422729385	1.2443212733017973e-6	0.001150276781277514	het_vs_ghko
